code_stock_12,code_stock_5,company_name_English,code_company_4,company_name,stock_name,stock_persian_30,code_company_12,market,code_tablo,code_sector,name_sector,code_subsector,name_subsector,stock_code_TSETMC,stock_name_2,trade_purpose,CEO,address,phone_number,FAX,offic_address,shareholder_affairs_address,website,email,auditor,capital,year,financial_manager,shenaseh_meli
IRO1PARK0001,PARK1,Shazand Petr.,PARK,پتروشيمي شازند,شاراك,پتروشيمي شازند,IRO1PARK0008,بازار اول (تابلوي اصلي) بورس,1,44,محصولات شيميايي,4411,توليد مواد شيميايي پايه به جز كود,7711282667602555,شاراك,فعالیت اصلی: موضوع فعالیت شرکت پتروشیمی شازند (سهامی عام) عبارت است از فعالیت در برخی رشته های پتروشیمی، شیمیایی و صنایع وابسته به آن و تهیه و تولید انواع مواد و فرآورده های پتروشیمی و شیمیایی، تشکیل انواع شرکت ها و یا اخذ نمایندگی و ایجاد شعبه و ...,ابراهيم ولدخاني,اراک - کیلومتر 22 جاده بروجرد - صندوق پستی: 575 - کد پستی: 3867143111 - تلفن: 32635800-086 فکس: 33285007-086,(+98 21) 82120,FAX: (+98 21) 82121,تهران - خیابان ولیعصر - بالاتر از میرداماد - خیابان تابان غربی - شماره 68 - صندوق پستی: 6589،6591/14155 - کدپستی 1968913751 - تلفن: 82120-021 فکس: 82121-021,تهران، خیابان ولیعصر بالاتر از میرداماد٬ خیابان تابان غربی٬ شماره 68، همکف، امور سهام، صندوق پستی: 6591 و 14155/6589، کد پستی: 1968913751 ،,www.arpc.ir,infoarpc@arpc.ir,سازمان حسابرسی,8064000,12/29,سیروس صالحی,10101094555
IRO1KSHJ0001,KSHJ1,S*IRI Marine Co.,KSHJ,كشتيراني جمهوري اسلامي ايران,حكشتي,كشتيراني جمهوري اسلامي ايران,IRO1KSHJ0008,بازار دوم بورس,5,60,حمل ونقل، انبارداري و ارتباطات,6003,خدمات حمل و نقل دريايي,60610861509165508,حكشتي,خرید، اداره، راه بری، اجاره، استیجاره و فروش هر نوع کشتی و شناور برای هر منظور اعم از حمل و نقل بار و مسافر، سوخت رسانی و نظایر آن. تصدی هر گونه فعالیت مکمل فعالیتهای موضوع بند 1 فوق از قبیل احداث، اداره یا اجاره و استیجاره تأسیسات بندری، سازه های دریایی و تأسیسات مربوط به ساخت و تعمیر کشتی ها و شناورها و انواع پایانه های باری و مسافری.,محمدرضا مدرس خياباني,,02123841,021238451,تهران-خیابان پاسداران-تقاطع شهید لواسانی-برج آسمان-شماره37-صندوق پستی1311-19395,تهران-خیابان پاسداران-تقاطع شهید لواسانی-برج آسمان-شماره37-صندوق پستی1311-19395,www.irisl.net,md@irisl.net,سازمان حسابرسی,21560000,03/31,محمدمهدی نادری نورعینی,10861629011
IRO3ZOBZ0001,ZOBZ1,S*Isfahan Steel,ZOBZ,سهامي ذوب آهن اصفهان,ذوب,سهامي ذوب آهن اصفهان,IRO3ZOBZ0009,بازار دوم فرابورس,3,27,فلزات اساسي,2710,توليد آهن و فولاد پايه,9211775239375291,ذوب,.انجام عملیات ذوب وریخته گری ونوردفلزات آهنی وفولادهای آلیاژی، جهت تولید انواع مقاطع هندسی استانداردو تولید ورق. . تهیه و تولید لوازم و قطعات یدکی مورد نیاز. . احداث و بهره برداری، توسعه ، تعمیر، نگهداری ، نوسازی و اداره کارخانه ها و تأسیسات و تجهیزات مربوطه و صنایع وابسته. . تولید و بازیابی محصولات فرعی حاصله از مراحل تولید.,منصور يزدي زاده شترباني,"اصفهان انتهای اتوبان ذوب آهن- شرکت ذوب آهن اصفهان ,کدپستی:847715311",031-52573333,031-52573333,اصفهان ابتدای اتوبان ذوب آهن بلوار شفق مجموعه اداری آموزشی شرکت ذوب آهن اصفهان کد پستی 8178647658,اصفهان انتهای اتوبان ذوب آهن شرکت ذوب آهن اصفهان ساختمان توحید طبقه ششم,www.esfahansteel.com,info@esfahansteel.com,موسسه حسابرسی هوشیار ممیز,61503539,12/29,احمد سلیمی,10260085303
IRO1BEKA0001,BEKA1,Behsaz K Tehran,BEKA,بهساز كاشانه تهران,ثبهساز,بهساز كاشانه تهران,IRO1BEKA0009,بازار دوم بورس,5,70,انبوه سازي، املاك و مستغلات,7010,املاك و مستغلات با ملك خود يا ليزينگ شده,14744445176220774,ثبهساز,فعالیت در زمینه پروژه های عمرانی به خصوص تولید انبوه مسکن,اميرمسعود قرباني نيا,تهران، خیابان آفریقا، خیابان سپر، پلاک 20,86085874,86085937,تهران، خیابان آفریقا، خیابان سپر، پلاک 20,تهران، خیابان آفریقا، خیابان سپر، پلاک 20,www.behsazco.ir,info@behsazco.ir,موسسه حسابرسی مفید راهبر,20130787,09/30,علی اصغر خورشیدی,10102498053
IRO3URPZ0001,URPZ1,UrmiaPetrochemical,URPZ,پتروشيمي اروميه,شاروم,پتروشيمي اروميه,IRO3URPZ0005,بازار دوم فرابورس,3,44,محصولات شيميايي,4412,توليد كود و تركيبات نيتروژن,3407806799514469,شاروم,تولید مواد شیمیایی و پتروشیمی,پژمان اسدي,,,,ارومیه کیلومتر 30 جاده ارومیه مهاباد,ارومیه کیلومتر 30 جاده ارومیه مهاباد,,,موسسه حسابرسی کارای پارس,700000,12/29,معراج حسن زاده,10220079472
IRO1VMDR0001,VMDR1,M Sandogh B,VMDR,گ.مديريت ارزش سرمايه ص ب كشوري,ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,IRO1VMDR0005,بازار دوم بورس,5,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,30447901674051381,ومدير,سرمایه گذاری در سهام و سهم الشرکه شرکتها,محمود طهماسبي کهياني,,88540140-3,88530100,خیابان مطهری تقاطع قائم مقام فراهانی پلاک 251,خیابان مطهری تقاطع قائم مقام فراهانی پلاک 251,www.cvpf.ir,info@cvpf.ir,موسسه حسابرسی دش و همکاران,9000000,09/30,محمد جعفری نوش آبادی,14004810068
IRO3CAWZ0001,CAWZ1,Caspian Wood,CAWZ,صنايع چوب خزر كاسپين,چخزر,صنايع چوب خزر كاسپين,IRO3CAWZ0007,بازار دوم فرابورس,3,20,محصولات چوبي,2021,توليد تخته چند لا و ساير تخته ها,41122066907413786,چخزر,تولید، بازاریابی، فروش و صدور انواع محصولات چوب مانند M.D.F ضخیم و نازک و روکش شده، پارکت، صفحه کابینت ، انواع ورق و فوم PVC,عطاء تفضلي,آمل _کیلومتر 8جاده چمستان_جنب شرکت تکاب,02188714798,02188714798,تهران ،میدان آرژانتین ، ساعی، خیابان شهید خالد اسلامبولی، خیابان نوزدهم، پلاک 18 ، ساختمان اداری آرژانتین ، طبقه چهارم ، واحد 8,آمل _کیلومتر 8جاده چمستان_جنب شرکت تکاب,www.choobekhazar.com,commerce@choobekhazar.ir,موسسه حسابرسی رازدار,200000,12/29,مجید محمودی,10101266176
IRO3TPEZ0001,TPEZ1,Tondgooyan Petro,TPEZ,پتروشيمي تندگويان,شگويا,پتروشيمي تندگويان,IRO3TPEZ0003,بازار دوم فرابورس,3,44,محصولات شيميايي,4411,توليد مواد شيميايي پايه به جز كود,5987841496184505,شگويا,سرمایه گذاری در احداث ، راه اندازی ، بهره برداری کارخانجات صنعتی ، توسعه ، نوسازی ، تعمیرات و نگهداشت ، تحقیقات ، آزمایشات ، پژوهش ، بسته بندی و غیره,سيد رضا قاسمي شهري,خوزستان ، بندر امام خمینی (ره) منطقه ویژه اقتصادی ، سایت 4 پتروشیمی شهیدتندگویان,06152172000,06152172702-5,تهران، خیابان ولیعصر، بالاتر از میدان ونک، نرسیده به خیابان میرداماد، کوچه دامن افشار، پلاک 50 طبقه اول,تهران، خیابان ولیعصر، بالاتر از میدان ونک، نرسیده به خیابان میرداماد، کوچه دامن افشار، پلاک 50 طبقه اول,https://www.stpc.ir,management-office@stpc.ir,سازمان حسابرسی,23957666,12/29,محمد شایگان,10860726096
IRO1BPAR0001,BPAR1,Parsian Bank,BPAR,بانك‌پارسيان‌,وپارس,بانك‌پارسيان‌,IRO1BPAR0009,بازار دوم بورس,5,57,بانكها و موسسات اعتباري,5719,ساير واسطه هاي پولي,33293588228706998,وپارس,انجام امور بانکی,کورش پرويزيان,,81151-021,,تهران شهرک قدس ( غرب ) بلوار شهید فرحزادی نبش خیابان زرافشان غربی پلاک 4 ساختمان ادارات مرکزی بانک پارسیان طبقه همکف,تهران، بلوار کشاورز ، جنب هتل اسپیناس ، پلاک 130,www.Parsian-bank.ir,Info@Parsian-bank.net,موسسه حسابرسی آزمون پرداز,156340000,12/29,مهدی صیدی,10102203401
IRO3PZGZ0001,PZGZ1,S*Zagros Petro.,PZGZ,پتروشيمي زاگرس,زاگرس,پتروشيمي زاگرس,IRO3PZGZ0003,بازار دوم فرابورس,3,44,محصولات شيميايي,4411,توليد مواد شيميايي پايه به جز كود,13235547361447092,زاگرس,عبارت است ازاحداث .راه اندازی .بهره برداری کارخانجات صنعتی به منظور تولید .بازاریابی .فروش .صدور محصولات پتروشیمی .ذخیره وصادرات وتبدیل کننده مواد پتروشیمی وپتروشیمیایی وفرآورده های فرعی ومشتقا ت ذیربط آنها وکلیه فعالیتهای تولیدی .صنعتی بازرگانی .فنی ومهندسی که بطور مستقیم یا غیرمستقیم مربوط به عملیات مذکور میباشد .,آقاي محمدرضا ميراحمدي,استان بوشهر-عسلویه -منطقه ویزه اقتصادی انرزی پارس-صندوق پستی 364/75391,02188612130-9,02142914144,تهران -میدان ونک -خیابان خدامی -پلاک88,تهران -میدان ونک -خیابان خدامی -پلاک88,www.zpcir.com,info@zpcir.com,موسسه حسابرسی تدوین و همکاران,2400000,12/29,آقای افشین بنائی,10101912174
IRO1TOOM0001,TOOM1,Omid Con. & Dev.,TOOM,توسعه و عمران اميد,ثاميد,توسعه و عمران اميد,IRO1TOOM0009,بازار دوم بورس,5,70,انبوه سازي، املاك و مستغلات,7010,املاك و مستغلات با ملك خود يا ليزينگ شده,18568733593280948,ثاميد,مشارکت در ساخت پروژه های ساختمانی مسکونی ، اداری ، تجاری و غیره,مجيد محمدي شکيب,تهران، میدان آرژانتین، خیابان شهید احمد قصیر ، بخارست هشتم، پلاک ۲۰,021-86045968,021-86045691,تهران، میدان آرژانتین، خیابان شهید احمد قصیر ، بخارست هشتم، پلاک ۲۰,تهران، میدان آرژانتین، خیابان شهید احمد قصیر ، بخارست هشتم، پلاک ۲۰,http://omidcdco.ir/,info@omidcdco.ir,موسسه حسابرسی مفید راهبر,35317000,09/30,حمید سعیدی,10101912330
IRO3SAIZ0001,SAIZ1,SepehrSaderat Inv.,SAIZ,سرمايه گذاري گروه سپهرصادرات,وسپهر,سرمايه گذاري مالي سپهرصادرات,IRO3SAIZ0007,بازار اول فرابورس,1,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,114312662654155,وسپهر,سرمایه گذاری,خداداد غريب پورجهان آباد,,26458547,26458547,تهران، بزرگراه صدر، انتهای بلوار کاوه شمالی، نبش خ قیطریه، کوچه الهامی پلاک 1,تهران، بزرگراه صدر، انتهای بلوار کاوه شمالی، نبش خ قیطریه، کوچه الهامی پلاک 1,www.sepehrsaderat.com,info@sepehsaerat.com,موسسه حسابرسی و خدمات مالی ارقام نگر آریا,30000000,12/29,حسین بختیاری,14004518505
IRO3IMFZ0001,IMFZ1,Cultur.Herit. Inv.,IMFZ,گروه سرمايه گذاري ميراث فرهنگي,سمگا,گروه سرمايه گذاري ميراث فرهنگي,IRO3IMFZ0008,بازار اول فرابورس,1,55,هتل و رستوران,5510,هتل ها ، اردو و ديگر تداركات اقامت كوتاه,46741025610365786,سمگا,موضوع فعالیت اصلی این شرکت عبارت است از خرید، فروش و سرمایه‌گذاری در اوراق بهادار شرکت‌های فعال در زمینه گردشگری با رعایت مقررات مصوب سازمان بورس و اوراق بهادار با هدف کسب انتفاع با قصد کنترل عملیات شرکت سرمایه‌پذیر به نحوی که بتواند حداقل یک عضو هیأت‌مدیره شرکت سرمایه‌پذیر را انتخاب و موضوع فعالیت هر یک از شرکت‌های سرمایه پذیر و توسعه و بسط زمینه‌های مختلف صنعت گردشگری باشد.,اسفنديار حيدري پور,,021-26293253,021-26293253,تهران - خیابان سید جمال الدین اسد آبادی - پلاک 128 طبقه هفتم - صندوق پستی 93652-14318,تهران - خیابان سید جمال الدین اسد آبادی - پلاک 128 طبقه هفتم - صندوق پستی 93652-14318,www.semega.ir,info@semega.ir,حسابرسی وخدمات مالی ومدیریت ایران مشهود,10000000,12/29,فرهاد کاظمی موقر,10103992454
IRO7SDIP0001,SDIP1,Sadid Group,SDIP,گروه‌صنعتي‌سديد,وسديد - لغو پذیرش شده,گروه ‌صنعتي‌سديد,IRO7SDIP0002,بازار پايه زرد فرابورس,7,27,فلزات اساسي,2799,استخراج ساير فلزات اساسي,41713045190742691,وسديد,سرمایه گذاری,اميرحسين کاوه,,02126401406,02126401395,بلوار میرداماد - ساختمان 185,بلوار میرداماد - ساختمان 185,www.sadid.ir,sadidig@sadid.ir,موسسه حسابرسی بهمند,29989176,12/29,حسین خانعلی,10100456884
IRO1LKAR0001,LKAR1,Kar Af. Leasing,LKAR,ليزينگ كارآفرين,ولكار,ليزينگ كارآفرين,IRO1LKAR0002,بازار دوم بورس,5,58,ساير واسطه گريهاي مالي,5891,ليزينگ مالي,61469668095573716,ولكار,موضوع فعالیت شرکت طبق مفاد ماده (3) و (4) اساسنامه تأیید شده توسط بانک مرکزی جمهوری اسلامی ایران عبارت است از:تأمین مالی مشتری از طریق تهیه کالا اعم از منقول و غیرمنقول توسط شرکت و واگذاری آن به مشتری صرفاً در قالب یکی از قراردادهای اجاره به شرط تملیک و فروش اقساطی در چارچوب قانون عملیات بانکی بدون‌ربا، آیین‌نامه‌ها و دستورالعمل‌های مربوط.,حميدرضا کردلوئي,تهران خیابان نلسون ماندلا بلوار صبا شماره 8 طبقه 4,02122654671,02122654676,تهران خیابان نلسون ماندلا بلوار صبا شماره 8 طبقه 4,تهران خیابان نلسون ماندلا بلوار صبا شماره 8 طبقه 4,http://www.klco.ir,info@klco.ir,موسسه حسابرسی هشیار بهمند,1500000,12/29,سعید مینایی,10102736184
IRR1MHKM0101,MHKX1,Mehrcam Pars-R,MHKM,مهركام‌پارس‌,خمهرح,ح . مهركام‌پارس‌,IRR1MHKM0101,بازار دوم بورس,5,34,خودرو و ساخت قطعات,3430,قطعات يدكي و جانبي وسايل نقليه موتوري,50722377181482963,خمهرح,,,,,,,,,,,,,,
IRO3BSRZ0001,BSRZ1,Ghaed Basir Petro.,BSRZ,توليدات پتروشيمي قائد بصير,شبصير,توليدات پتروشيمي قائد بصير,IRO3BSRZ0005,بازار اول فرابورس,1,44,محصولات شيميايي,4429,توليد ساير محصولات شيميايي,68517032834363488,شبصير,1.تولید و فروش انواع محصولات پلیمری، ‌شیمیایی، و پتروشیمیایی 2.ایجاد شعب و اخذ نمایندگیهای مجاز از داخل و خارج از کشور در ارتباط با بند 1 3.واردات و صادرات هر نوع کالا مرتبط با موضوع فعالیت شرکت 4.مشارکت در سایر شرکتها از طریق تاسیس یا تعهد سهام شرکتهای جدید 5.احداث و تشکیل هرگونه کارخانه در زمینه تولید محصولات شیمیایی و پتروشیمی.,رضا فرزادي,گلپایگان - کیلومتر 10 جاده خمین,02188791893,02188791892,تهران، خیابان گاندی، کوچه شهید پالیزوانی ( هفتم)، پلاک 15,تهران، خیابان گاندی، کوچه شهید پالیزوانی ( هفتم)، پلاک 15,www.gbpc.net,info@gbpc.net,موسسه حسابرسی مفید راهبر,500000,12/29,کوروش تکلی,10101795696
IRO3KBIZ0001,KBIZ1,KBahman Inv. Mng.,KBIZ,مديريت سرمايه گذاري كوثربهمن,وكبهمن,مديريت سرمايه گذاري كوثربهمن,IRO3KBIZ0004,بازار اول فرابورس,1,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,64973252728260903,وكبهمن,سرمایه گذاری در مسکوکات، فلزات گرانبها، گواهی سپرده بانکی و سپرده های سرمایه گذاری نزد بانک ها و موسسات مالی و اعتباری،سهام، سهم الشرکه، واحدهای سرمایه گذاری صندوق ها یا سایر اوراق بهادار دارای حق رای شرکت ها، موسسات یا صندوق های سرمایه گذاری با هدف کسب انتفاع,عباس شفيع پور,تهران محله عباس آباد-اندیشه خیابان میرعماد کوچه نهم پلاک 1 طبقه همکف,021-86047813,021-86044249,تهران محله عباس آباد-اندیشه خیابان میرعماد کوچه نهم پلاک 1 طبقه همکف,تهران محله عباس آباد-اندیشه خیابان میرعماد کوچه نهم پلاک 1 طبقه همکف,http://kosarbahman.com,kowsar49356@gmail.com,موسسه حسابرسی مفید راهبر,2500000,12/29,مصطفی ردایی,10100945346
IRT1KMND0001,KMND1,Kamand ETF,KMND,صندوق س. با درآمد ثابت كمند,كمند,صندوق س. با درآمد ثابت كمند,IRT1KMND0001,-,4,68,صندوق سرمايه گذاري قابل معامله,6812,صندوق سرمايه گذاري در اوراق با درآمدثابت,34718633636164421,كمند,سرمایه گذاری در انواع اوراق بهادار از جمله اوراق بهادار بادرآمد ثابت، سپرده ها و گواهی سپرده بانکی، سهام و حق تقدم سهام پذیرفته شده در بورس تهرانو فرابورس و گواهی سپرده کالایی,عزت اله صيادنيا طيبي,,02141426,02141426 (internal 109),تهران، محله آرژانتین- ساعی، خیابان شهید خالد اسلامبولی، خیابان بیست و سوم، پلاک 4، طبقه پنجم,تهران، محله آرژانتین- ساعی، خیابان شهید خالد اسلامبولی، خیابان بیست و سوم، پلاک 4، طبقه پنجم,www.KamandFixedIncome.com,am@charisma.ir,موسسه حسابرسی فراز مشاور دیلمی پور,1000000,05/31,محسن صوری,14006847020
IRTKSAHR0001,SAHR1,SaharKhiz ETF,SAHR,صندوق س. گروه زعفران سحرخيز,سحرخيز,صندوق س. گروه زعفران سحرخيز,IRTKSAHR0008,بورس کالا,4,68,صندوق سرمايه گذاري قابل معامله,6811,صندوق سرمايه گذاري در سهام,51200575796028449,سحرخيز,بورس کالا,عليرضا پاکدين اميري,تهران خیابان بخارست کوچه پنجم پلاک 18,,,تهران خیابان بخارست کوچه پنجم پلاک 18,تهران خیابان بخارست کوچه پنجم پلاک 18,,,موسسه حسابرسی وانیا نیک تدبیر,10000000,09/30,محمد تنده,14009651914
IRO3PGRZ0001,PGRZ1,Peyvand Gostar,PGRZ,برق و انرژي پيوندگستر پارس,بپيوند,برق و انرژي پيوندگستر پارس,IRO3PGRZ0003,بازار اول فرابورس,1,40,عرضه برق، گاز، بخاروآب گرم,4010,توليد انتقال و توزيع نيروي برق,64619251116188373,بپيوند,- کلیه فعالیتهای مربوط به تامین و عرضه انرژی الکتریکی از طریق خرید و احداث نیروگاههای تولید برق,شهرام صدرا,قم، کیلومتر 15 جاده قم ـ اراک,02188648169,02188659736,تهران- بزرگراه رسالت- ابتدای بلوار آفریقا-بنیاد مستضعفان انقلاب اسلامی- ساختمان شماره یک- طبقه 12,تهران- بزرگراه رسالت- ابتدای بلوار آفریقا-بنیاد مستضعفان انقلاب اسلامی- ساختمان شماره یک- طبقه 12,www.sabapeg.ir,peivandgostar@yahoo.com,موسسه حسابرسی مفید راهبر,3000000,12/29,آرزو عطاریان,10320481010
IRO3IZIZ0001,IZIZ1,Iranian Zinc Ind.,IZIZ,گسترش صنايع روي ايرانيان,فگستر,گسترش صنايع روي ايرانيان,IRO3IZIZ0000,بازار دوم فرابورس,3,27,فلزات اساسي,2720,توليد فلزات گرانبهاي غيرآهن,8725363201030474,فگستر,تولید شمش روی,صمد علي پور,زنجان - کیلومتر 5 جاده بیجار - شهرک تخصصی روی - بهره وری 9,021-25902903,021-22362410,تهران - سعادت آباد - بلوار سرو غربی - پلاک 126 - طبقه 4 واحد 8,تهران - سعادت آباد - بلوار سرو غربی - پلاک 126 - طبقه 4 واحد 8,WWW.IZIE.IR,info@izie.ir,بصیر محاسب توس,500000,12/29,جواد رنجبران,10460093783
IRO3TPCZ0001,TPCZ1,TabasParvadeh Coal,TPCZ,زغال سنگ پروده طبس,كزغال,زغال سنگ پروده طبس,IRO3TPCZ0005,بازار اول فرابورس,1,10,استخراج زغال سنگ,1010,استخراج و انبار زغال سنگ سخت,28291104595448527,كزغال,1. عملیات اکتشاف معدنی 2. طراحی، تجهیز و بهره برداری از معدن 3. انجام کلیه فعالیت های بازرگانی شامل خرید و فروش، صادرات و واردات تجهیزات، قطعات، محصولات و مواد معدنی,رمضان کريتي ثاني,طبس-کیلومتر 75 جاده طبس-یزد-منطقه معدنی پروده,056-32824551,056-32822233,طبس-بلوار شهید سپهبد سلیمانی -شرکت زغال سنگ پروده طبس,طبس-بلوار شهید سپهبد سلیمانی -شرکت زغال سنگ پروده طبس-واحد مالی,www.tpc.co.ir,info@tpc.co.ir,موسسه حسابرسی و خدمات مدیریت شهود امین,2000000,12/29,حسین بوستانی مقدم,10840053064
IRO1NBAB0001,NBAB1,Abadan PG,NBAB,توليد نيروي برق آبادان,آبادا,توليد نيروي برق آبادان,IRO1NBAB0009,بازار دوم بورس,5,40,عرضه برق، گاز، بخاروآب گرم,4010,توليد انتقال و توزيع نيروي برق,37661500521100963,آبادا,تولید انرژی نیروی برق,حسين نوشين,آبادان کیلومتر 9 جاده ماهشهر,,,تهران بلوار میرداماد رو بروی آزمایشگاه مسعود پلاک 363 ساختمان نقره طبقه دوم,تهران بلوار میرداماد رو بروی آزمایشگاه مسعود پلاک 363 ساختمان نقره طبقه دوم,,,موسسه حسابرسی مفید راهبر,2500000,12/29,سجاد عصمتی,10860410234
IRO1TAMI0001,TAMI1,Sand Foundry,TAMI,تامين‌ ماسه‌ ريخته‌گري‌,كماسه,تامين‌ ماسه‌ ريخته‌گري‌,IRO1TAMI0003,بازار دوم بورس,5,14,استخراج ساير معادن,1410,استخراج سنگ، ماسه و خاك رس,67690708346979840,كماسه,تهیه و استخراج و فرآوری و خرید و فروش ماسه های ریخته گری و صنعتی و بازیابی آنها,اصغر برزوئي,فیروزکوه -منطقه امیریه - تلفن کارخانه 2776و2626و5776و02216223776 فکس 02216225757,021(44401571-44402291-46013565),02146014416,تهران - بزرگراه اشرفی اصفهانی- بالاتر از میدان پونک -پلاک 337 - طبقه پنجم,تهران - بزرگراه اشرفی اصفهانی- بالاتر از میدان پونک -پلاک 337 - طبقه پنجم,www.silicasand-co.com,info@silicasand-co.com,موسسه حسابرسی و خدمات مدیریت سامان پندار,1846874,12/29,آقای مهدی اکبری,10100580397
IRO3ILZZ0001,ILZZ1,Iranian Lead&Zinc,ILZZ,توليد و توسعه سرب روي ايرانيان,فتوسا,توليد و توسعه سرب روي ايرانيان,IRO3ILZZ0005,بازار دوم فرابورس,3,27,فلزات اساسي,2720,توليد فلزات گرانبهاي غيرآهن,55373808401388162,فتوسا,اکتشاف و استخراج و بهره برداری از معادن و فرآوری مواد معدنی کانه های فلزی و غیر فلزی,تورج نصيري,زنجان کیلومتر 48 جاده زنجان بیجار مابین روستای قمچقای و سه راه سعید آباد,,,تهران - سعادت آباد - بین میدان سرو و میدان کتاب - پلاک 126 - طبقه 4 - واحد 7,تهران - سعادت آباد - بین میدان سرو و میدان کتاب - پلاک 126 - طبقه 5 - واحد 9,info@ilp.ir,info@ilp.ir,موسسه حسابرسی شاهدان,500000,12/29,محسن زاهدی,10320128841
IRO7SDRP0001,SDRP1,SADRA,SDRP,صنعتي‌ دريايي‌ ايران‌,خصدرا - لغو پذیرش شده,صنعتي‌ دريايي‌ ايران‌,IRO7SDRP0001,بازار پايه زرد فرابورس,7,45,پيمانكاري صنعتي,4520,ساختمان و مهندسي عمران,2318736941376687,خصدرا,"تأسیس کارخانجات کشتی سازی, تأسیسات، ماشین آلات و تجهیزات لازم در خشکی، دریا جهت طراحی، ساخت، تبدیل، تعمیر، نیمه شناور و خود ایستا, طراحی و ساخت و نصب خطوط دکل ها، پل های ارتباطی و انتقال نیرو در خشکی،و دریا و طراحی انواع مجتمع های پالایشی و لوله گذاری و طراحی و احداث مجتمع های بندر و داخل آب ساحلی",علي زارعي,کارخانه نکا -مجتمع دریاى خزر ، نکا ، جنب نیروگاه شهید سلیمى ، صندوق پستى 158-48415 کارخانه بوشهر -جزیره صدرا در بوشهر,5 -88363400,88575260,تهران – شهرک قدس ، بلوار دادمان ، خیابان شفق ،کوچه آفتاب ،پلاک2 کد پستی: 1466956491 -صندوق پستى 495-14665,تهران – شهرک قدس ، بلوار دادمان ، خیابان شفق ،کوچه آفتاب ،پلاک2، طبقه اول کد پستی: 1466956491 -صندوق پستى 495-14665,www.sadragroup.com,info@sadragroup.com,موسسه حسابرسی و خدمات مالی کوشا منش,26221057,12/29,احمد رجب پور,10101012980
IRO1IPTR0001,IPTR1,S*Ir.Inv.Petr.,IPTR,گروه پتروشيمي س.ايرانيان,پترول,گروه پتروشيمي س. ايرانيان,IRO1IPTR0001,بازار اول (تابلوي فرعي) بورس,3,44,محصولات شيميايي,4411,توليد مواد شيميايي پايه به جز كود,69143674941561637,پترول,سرمایه گذاری در اوراق بهادار و سهام و حق تقدم شرکت های صنعت پتروشیمی و مواد شیمیایی,رسول اشرف زاده برنج آباد,,021-86092477-88,021-86092514,تهران- ضلع شمالغربی میدان شیخ بهایی-پلاک 18- ساختمان رایان ونک- طبقه ششم- واحد 602,تهران- ضلع شمالغربی میدان شیخ بهایی-پلاک 18- ساختمان رایان ونک- طبقه ششم- واحد 602,www.iipgc.com,info@iipgc.com,موسسه حسابرسی آزمون پرداز,70000000,02/31,کریم بروفرد,10320466112
IRO3MINZ0001,MINZ1,Minoo Industry,MINZ,صنعتي مينو,غصينو,صنعتي مينو,IRO3MINZ0008,بازار دوم فرابورس,3,42,محصولات غذايي و آشاميدني به جز قند و شكر,4241,توليد نان و محصولات وابسته,71758511001096824,غصينو,1-تولید انواع مواد و محصولات غذایی و بهداشتی و لوازم بسته بندی 2-واردات و خرید مواد اولیه و لوازم بسته بندی و ابزار و لوازم مورد نیاز 3-واردات و خرید و یا اجاره ماشین آلات و لوازم و ابزار کار 4-مشارکت در سایر شرکتها از طریق تاسیس یا تعهد سهام شرکتهای جدید 5-انجام کلیه عملیات و معاملات مالی و تجاری و صنعتی,محمد تقي قلندرلکي,کیلومتر 85 جاده قزوین، زنجان - شهرستان خرمدره,44543166-48831390,44543077,تهران- کیلومتر 10 جاده مخصوص کرج-شرکت مینو,تهران-کیلومتر 10 جاده مخصوص کرج -شرکت مینو,www.minoogroup.com,minoo_company@yahoo.com,موسسه حسابرسی و خدمات مدیریت سامان پندار,10000000,12/29,فرزان مهرانی,10460002140
IRO1PKLJ0001,PKLJ1,Khalij Fars,PKLJ,صنايع پتروشيمي خليج فارس,فارس,صنايع پتروشيمي خليج فارس,IRO1PKLJ0005,بازار دوم بورس,5,44,محصولات شيميايي,4411,توليد مواد شيميايي پايه به جز كود,25244329144808274,فارس,سرمایه گذاری در سهام سهم الشرکه ، واحدهای سرمایه صندوق ها یا سایر اوراق بهادار دارای حق رای با هدف کسب انتفاع و کنترل عملیات یا نفوذ قابل ملاحظه در شرکت ، موسسه یا صندوق سرمایه پذیر ، ( اعم از ایرانی یا خارجی ) که درکلیه زمینه های پتروشیمی فعالیت می کند,جعفر ربيعي,,02188309060-74,02188822083,میدان هفت تیر ابتدای کریم خان زند ساختمان شماره 38,میدان هفت تیر ابتدای کریم خان زند ساختمان شماره 38,pgpic.ir,webmaster@pgpic.ir,سازمان حسابرسی,287000000,03/31,سعید محبی فرد,10101336301
